scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,natlscale,name_en,wdid_score,ne_id,X,Y
4,Airport,mid,Esfahan Int'l,IFN,terminal,OIFM,IFN,50,Isfahan International Airport,4,1159124485,52.00,33.00
4,Airport,mid,Harare Int'l,HRE,terminal,FVHA,HRE,50,Harare International Airport,4,1159124495,31.00,-18.00
4,Airport,major,Kuwait Int'l,KWI,terminal,OKBK,KWI,50,Kuwait International Airport,4,1159124511,48.00,29.00
4,Airport,major,Macdonald-Cartier Int'l,YOW,terminal,CYOW,YOW,50,Ottawa Macdonald-Cartier International Airport,4,1159124527,-76.00,45.00
4,Airport,mid,Kabul Int'l,KBL,terminal,OAKB,KBL,50,Hamid Karzai International Airport,4,1159124533,69.00,35.00
4,Airport,mid,Abidjan Port Bouet,ABJ,terminal,DIAP,ABJ,50,Port Bouet Airport,4,1159124545,-4.00,5.00
4,Airport,major,General Juan N Alvarez Int'l,ACA,terminal,MMAA,ACA,50,General Juan N. Álvarez International Airport,4,1159124559,-100.00,17.00
4,Airport,major,Kotoka Int'l,ACC,terminal,DGAA,ACC,50,Kotoka International Airport,4,1159124577,,6.00
4,Airport,mid,Bole Int'l,ADD,terminal,HAAB,ADD,50,Addis Ababa Bole International Airport,4,1159124593,39.00,9.00
4,Airport,mid,Aden Int'l,ADE,terminal,OYAA,ADE,50,Aden International Airport,4,1159124609,45.00,13.00
4,Airport,mid,Adelaide Int'l,ADL,terminal,YPAD,ADL,50,Adelaide Airport,4,1159124621,139.00,-35.00
4,Airport,major,Almaty Int'l,ALA,terminal,UAAA,ALA,50,Almaty International Airport,4,1159124639,77.00,43.00
4,Airport,major,Houari Boumediene,ALG,terminal,DAAG,ALG,50,Houari Boumediene Airport,4,1159124651,3.00,37.00
4,Airport,major,Aleppo Int'l,ALP,terminal,OSAP,ALP,50,Aleppo International Airport,4,1159124663,37.00,36.00
4,Airport,mid,Sardar Vallabhbhai Patel Int'l,AMD,terminal,VAAH,AMD,50,Sardar Vallabhbhai Patel International Airport,4,1159124675,73.00,23.00
4,Airport,mid,Cerro Moreno Int'l,ANF,terminal,SCFA,ANF,50,Andrés Sabella Airport,2,1159124691,-70.00,-23.00
4,Airport,mid,Ashkhabad Northwest,ASB,terminal,UTAA,ASB,50,Ashgabat International Airport,4,1159124703,58.00,38.00
4,Airport,mid,Yohannes Iv Int'l,ASM,terminal,HHAS,ASM,50,Asmara International Airport,4,1159124717,39.00,15.00
4,Airport,mid,Silvio Pettirossi Int'l,ASU,terminal,SGAS,ASU,50,Silvio Pettirossi International Airport,4,1159124737,-58.00,-25.00
4,Airport,mid,Bermuda Int'l,BDA,terminal,TXKF,BDA,50,L.F. Wade International Airport,4,1159124747,-65.00,32.00
4,Airport,major,Surcin,BEG,terminal,LYBE,BEG,50,Belgrade Nikola Tesla Airport,4,1159124759,20.00,45.00
4,Airport,major,Beirut Int'l,BEY,terminal,OLBA,BEY,50,Beirut–Rafic Hariri International Airport,4,1159124775,35.00,34.00
4,Airport,mid,Bairagarh,BHO,terminal,VABP,BHO,50,Raja Bhoj Airport,4,1159124789,77.00,23.00
4,Airport,mid,Bamako Sénou,BKO,terminal,GABS,BKO,50,Bamako-Sénou International Airport,4,1159124801,-8.00,13.00
4,Airport,major,Nashville Int'l,BNA,terminal,KBNA,BNA,50,Nashville International Airport,4,1159124815,-87.00,36.00
4,Airport,major,Brisbane Int'l,BNE,terminal,YBBN,BNE,50,Brisbane Airport,4,1159124827,153.00,-27.00
4,Airport,major,Boise Air Terminal,BOI,terminal,KBOI,BOI,50,Boise Airport,4,1159124845,-116.00,44.00
4,Airport,mid,Wiley Post Will Rogers Mem.,BRW,terminal,PABR,BRW,50,Wiley Post–Will Rogers Memorial Airport,4,1159124857,-157.00,71.00
4,Airport,major,Greater Buffalo Int'l,BUF,terminal,KBUF,BUF,50,Buffalo Niagara International Airport,4,1159124867,-79.00,43.00
4,Airport,mid,Bulawayo,BUQ,terminal,FVBU,BUQ,50,Joshua Mqabuko Nkomo International Airport,4,1159124879,29.00,-20.00
4,Airport,major,Brunei Int'l,BWN,terminal,WBSB,BWN,50,Brunei International Airport,4,1159124891,115.00,5.00
4,Airport,major,Guangzhou Baiyun Int'l,CAN,terminal,ZGGG,CAN,50,Guangzhou Baiyun International Airport,4,1159124905,113.00,23.00
4,Airport,mid,Carriel Sur Int'l,CCP,terminal,SCIE,CCP,50,Carriel Sur International Airport,4,1159124919,-73.00,-37.00
4,Airport,major,Netaji Subhash Chandra Bose Int'l,CCU,terminal,VECC,CCU,50,Netaji Subhas Chandra Bose International Airport,4,1159124929,88.00,23.00
4,Airport,mid,Chittagong,CGP,terminal,VGEG,CGP,50,Shah Amanat International Airport,4,1159124941,92.00,22.00
4,Airport,major,Christchurch Int'l,CHC,terminal,NZCH,CHC,50,Christchurch International Airport,4,1159124957,173.00,-43.00
4,Airport,mid,Conakry,CKY,terminal,GUCY,CKY,50,Conakry International Airport,4,1159124971,-14.00,10.00
4,Airport,major,Hopkins Int'l,CLE,terminal,KCLE,CLE,50,Cleveland Hopkins International Airport,4,1159124983,-82.00,41.00
4,Airport,mid,Alfonso Bonilla Aragón Int'l,CLO,terminal,SKCL,CLO,50,Alfonso Bonilla Aragón International Airport,4,1159124999,-76.00,4.00
4,Airport,mid,Cotonou Cadjehon,COO,terminal,DBBB,COO,50,Cadjehoun Airport,4,1159125011,2.00,6.00
4,Airport,mid,Ingeniero Ambrosio L.V. Taravella Int'l,COR,terminal,SACO,COR,50,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,4,1159125023,-64.00,-31.00
4,Airport,mid,Rafael Nunez,CTG,terminal,SKCG,CTG,50,Rafael Núñez International Airport,4,1159125033,-76.00,10.00
4,Airport,major,Cancún,CUN,terminal,MMUN,CUN,50,Cancún International Airport,4,1159125049,-87.00,21.00
4,Airport,mid,General R F Villalobos Int'l,CUU,terminal,MMCU,CUU,50,General Roberto Fierro Villalobos International Airport,4,1159125065,-106.00,29.00
4,Airport,mid,Zia Int'l Dhaka,DAC,terminal,VGHS,DAC,50,Shahjalal International Airport,4,1159125077,90.00,24.00
4,Airport,major and military,Darwin Int'l,DRW,terminal,YPDN,DRW,50,Darwin International Airport,4,1159125091,131.00,-12.00
4,Airport,mid,Louis Botha,DUR,terminal,FADN,DUR,50,Durban International Airport,4,1159125101,31.00,-30.00
4,Airport,mid,Lubumbashi Luano Int'l,FBM,terminal,FZQA,FBM,50,Lubumbashi International Airport,4,1159125113,28.00,-12.00
4,Airport,mid,Saiss,FEZ,terminal,GMFF,FEZ,50,Fes-Saïss Airport,4,1159125125,-5.00,34.00
4,Airport,mid,Kinshasa N Djili Int'l,FIH,terminal,FZAA,FIH,50,N'djili Airport,4,1159125139,15.00,-4.00
4,Airport,mid,Freetown Lungi,FNA,terminal,GFLL,FNA,50,Lungi International Airport,4,1159125153,-13.00,9.00
4,Airport,mid,Sunan,FNJ,terminal,ZKPY,FNJ,50,Pyongyang Sunan International Airport,4,1159125167,126.00,39.00
4,Airport,major,Vasilyevka,FRU,terminal,UAFM,FRU,50,Manas International Airport,5,1159125179,74.00,43.00
4,Airport,mid,Sir Seretse Khama Int'l,GBE,terminal,FBSK,GBE,50,Sir Seretse Khama International Airport,4,1159125191,26.00,-25.00
4,Airport,major,Don Miguel Hidalgo Int'l,GDL,terminal,MMGL,GDL,50,Guadalajara International Airport,4,1159125205,-103.00,21.00
4,Airport,major,Glasgow Int'l,GLA,terminal,EGPF,GLA,50,Glasgow Airport,4,1159125213,-4.00,56.00
4,Airport,mid,La Aurora,GUA,terminal,MGGT,GUA,50,La Aurora International Airport,4,1159125223,-91.00,15.00
4,Airport,mid,Simon Bolivar Int'l,GYE,terminal,SEGU,GYE,50,José Joaquín de Olmedo International Airport,4,1159125231,-80.00,-2.00
4,Airport,major,Noi Bai,HAN,terminal,VVNB,HAN,50,Noi Bai International Airport,4,1159125235,106.00,21.00
4,Airport,major,José Martí Int'l,HAV,terminal,MUHA,HAV,50,José Martí International Airport,4,1159125245,-82.00,23.00
4,Airport,mid,Borg El Arab Int'l,HBE,terminal,HEBA,HBE,50,Borg El Arab Airport,4,1159125249,30.00,31.00
4,Airport,major,King Abdul Aziz Int'l,JED,terminal,OEJN,JED,50,King Abdulaziz International Airport,4,1159125253,39.00,22.00
4,Airport,mid,Kano Mallam Aminu Int'l,KAN,terminal,DNKN,KAN,50,Mallam Aminu Kano International Airport,4,1159125263,9.00,12.00
4,Airport,mid,Kashi,KHG,terminal,ZWSH,KHG,50,Kashgar Airport,4,1159125271,76.00,40.00
4,Airport,major,Norman Manley Int'l,KIN,terminal,MKJP,KIN,50,Norman Manley International Airport,4,1159125285,-77.00,18.00
4,Airport,mid,Tribhuvan Int'l,KTM,terminal,VNKT,KTM,50,Tribhuvan International Airport,4,1159125303,85.00,28.00
4,Airport,mid,Luanda 4 de Fevereiro,LAD,terminal,FNLU,LAD,50,Quatro de Fevereiro Airport,4,1159125315,13.00,-9.00
4,Airport,major,Pulkovo 2,LED,terminal,ULLI,LED,50,Pulkovo Airport,4,1159125331,30.00,60.00
4,Airport,mid,Allama Iqbal Int'l,LHE,terminal,OPLA,LHE,50,Allama Iqbal International Airport,4,1159125343,74.00,32.00
4,Airport,mid,Kamuzu Int'l,LLW,terminal,FWKI,LLW,50,Lilongwe International Airport,4,1159125359,34.00,-14.00
4,Airport,major,Lagos Murtala Muhammed,LOS,terminal,DNMM,LOS,50,Murtala Muhammed International Airport,4,1159125373,3.00,7.00
4,Airport,mid,El Alto Int'l,LPB,terminal,SLLP,LPB,50,El Alto International Airport,4,1159125385,-68.00,-17.00
4,Airport,mid,Lusaka Int'l,LUN,terminal,FLLS,LUN,50,Lusaka International Airport,5,1159125403,28.00,-15.00
4,Airport,mid,Luxor,LXR,terminal,HELX,LXR,50,Luxor International Airport,4,1159125413,33.00,26.00
4,Airport,major,Chennai Int'l,MAA,terminal,VOMM,MAA,50,Chennai International Airport,4,1159125429,80.00,13.00
4,Airport,mid,La Chinita Int'l,MAR,terminal,SVMC,MAR,50,La Chinita International Airport,4,1159125441,-72.00,11.00
4,Airport,mid,José María Córdova,MDE,terminal,SKRG,MDE,50,José María Córdova International Airport,4,1159125455,-75.00,6.00
4,Airport,major,Memphis Int'l,MEM,terminal,KMEM,MEM,50,Memphis International Airport,4,1159125467,-90.00,35.00
4,Airport,mid,Augusto Cesar Sandino Int'l,MGA,terminal,MNMG,MGA,50,Augusto C. Sandino International Airport,4,1159125481,-86.00,12.00
4,Airport,major,Mashhad,MHD,terminal,OIMM,MHD,50,Mashhad International Airport,4,1159125495,60.00,36.00
4,Airport,major,Miami Int'l,MIA,terminal,KMIA,MIA,50,Miami International Airport,4,1159125509,-80.00,26.00
4,Airport,mid,Lic M Crecencio Rejon Int'l,MID,terminal,MMMD,MID,50,Manuel Crescencio Rejón International Airport,4,1159125521,-90.00,21.00
4,Airport,major,Luqa,MLA,terminal,LMML,MLA,50,Malta International Airport,2,1159125535,14.00,36.00
4,Airport,major,Moi Int'l,MBA,terminal,HKMO,MBA,50,Moi International Airport,4,1159125545,40.00,-4.00
4,Airport,mid,Moshoeshoe I Int'l,MSU,terminal,FXMM,MSU,50,Moshoeshoe I International Airport,4,1159125565,28.00,-29.00
4,Airport,major,New Orleans Int'l,MSY,terminal,KMSY,MSY,50,Louis Armstrong New Orleans International Airport,4,1159125575,-90.00,30.00
4,Airport,major and military,Multan,MUX,runway,OPMT,MUX,50,Multan International Airport,4,1159125587,71.00,30.00
4,Airport,major,Carrasco Int'l,MVD,terminal,SUMU,MVD,50,Carrasco International Airport,4,1159125601,-56.00,-35.00
4,Airport,mid,General Rafael Buelna Int'l,MZT,terminal,MMMZ,MZT,50,General Rafael Buelna International Airport,4,1159125613,-106.00,23.00
4,Airport,major,Nassau Int'l,NAS,terminal,MYNN,NAS,50,Lynden Pindling International Airport,4,1159125627,-77.00,25.00
4,Airport,mid,Ndjamena,NDJ,terminal,FTTJ,NDJ,50,N'Djamena International Airport,4,1159125641,15.00,12.00
4,Airport,mid,Niamey,NIM,terminal,DRRN,NIM,50,Diori Hamani International Airport,2,1159125655,2.00,13.00
4,Airport,major,Mactan-Cebu Int'l,CEB,terminal,RPVM,CEB,50,Mactan–Cebu International Airport,2,1159125667,124.00,10.00
4,Airport,mid,Nova Lisboa,NOV,terminal,FNHU,NOV,50,Albano Machado Airport,4,1159125681,16.00,-13.00
4,Airport,mid,Eppley Airfield,OMA,terminal,KOMA,OMA,50,Eppley Airfield,4,1159125695,-96.00,41.00
4,Airport,mid,Nome,OME,terminal,PAOM,OME,50,Nome Airport,4,1159125707,-165.00,65.00
4,Airport,mid,Ouagadougou,OUA,terminal,DFFD,OUA,50,Ouagadougou Airport,4,1159125715,-2.00,12.00
4,Airport,mid,Mais Gate Int'l,PAP,terminal,MTPP,PAP,50,Toussaint Louverture International Airport,4,1159125727,-72.00,19.00
4,Airport,mid,Puebla,PBC,terminal,MMPB,PBC,50,Hermanos Serdán International Airport,4,1159125745,-98.00,19.00
4,Airport,major,Portland Int'l,PDX,terminal,KPDX,PDX,50,Portland International Airport,4,1159125755,-123.00,46.00
4,Airport,major,Perth Int'l,PER,terminal,YPPH,PER,50,Perth Airport,4,1159125765,116.00,-32.00
4,Airport,mid,H F Verwoerd,PLZ,terminal,FAPE,PLZ,50,Port Elizabeth Airport,2,1159125779,26.00,-34.00
4,Airport,mid,El Tepual Int'l,PMC,terminal,SCTE,PMC,50,El Tepual Airport,4,1159125791,-73.00,-41.00
4,Airport,major,Pochentong,PNH,terminal,VDPP,PNH,50,Phnom Penh International Airport,4,1159125805,105.00,12.00
4,Airport,major and military,Pune,PNQ,terminal,VAPO,PNQ,50,Pune Airport,4,1159125819,74.00,19.00
4,Airport,major,Port Moresby Int'l,POM,terminal,AYPY,POM,50,Jacksons International Airport,4,1159125833,147.00,-9.00
4,Airport,major,Tocumen Int'l,PTY,terminal,MPTO,PTY,50,Tocumen International Airport,4,1159125843,-79.00,9.00
4,Airport,mid,Carlos Ibáñez de Campo Int'l,PUQ,terminal,SCCI,PUQ,50,Presidente Carlos Ibáñez del Campo International Airport,4,1159125857,-71.00,-53.00
4,Airport,major,Durham Int'l,RDU,terminal,KRDU,RDU,50,Raleigh–Durham International Airport,4,1159125871,-79.00,36.00
4,Airport,major,Mingaladon,RGN,terminal,VYYY,RGN,50,Yangon International Airport,4,1159125883,96.00,17.00
4,Airport,major,Riga,RIX,terminal,EVRA,RIX,50,Riga International Airport,4,1159125897,24.00,57.00
4,Airport,mid,Sanaa Int'l,SAH,terminal,OYSN,SAH,50,Sana'a International Airport,4,1159125911,44.00,15.00
4,Airport,major,Baghdad Int'l,SDA,terminal,ORBI,SDA,50,Baghdad International Airport,4,1159125925,44.00,33.00
4,Airport,major,De Las Américas Int'l,SDQ,terminal,MDSD,SDQ,50,Las Américas International Airport,4,1159125937,-70.00,18.00
4,Airport,major,Tan Son Nhat,SGN,terminal,VVTS,SGN,50,Tan Son Nhat International Airport,4,1159125951,107.00,11.00
4,Airport,major,Thessaloniki,SKG,terminal,LGTS,SKG,50,Thessaloniki International Airport,4,1159125965,23.00,41.00
4,Airport,major,Vrazhdebna,SOF,terminal,LBSF,SOF,50,Sofia Airport,2,1159125981,23.00,43.00
4,Airport,major,Surat,STV,terminal,VASU,STV,50,Surat Airport,4,1159125995,73.00,21.00
4,Airport,mid,Nausori Int'l,SUV,terminal,NFNA,SUV,50,Nausori International Airport,4,1159126005,179.00,-18.00
4,Airport,major,Shiraz Int'l,SYZ,terminal,OISS,SYZ,50,Shiraz International Airport,4,1159126021,53.00,30.00
4,Airport,mid,Gen Francisco J Mina Int'l,TAM,terminal,MMTM,TAM,50,General Francisco Javier Mina International Airport,4,1159126033,-98.00,22.00
4,Airport,mid,Toncontin Int'l,TGU,terminal,MHTG,TGU,50,Toncontín International Airport,4,1159126049,-87.00,14.00
4,Airport,major,Mehrabad Int'l,THR,terminal,OIII,THR,50,Mehrabad International Airport,4,1159126059,51.00,36.00
4,Airport,major,Tirane Rinas,TIA,terminal,LATI,TIA,50,Tirana International Airport Nënë Tereza,4,1159126075,20.00,41.00
4,Airport,major,General Abelardo L Rodriguez Int'l,TIJ,terminal,MMTJ,TIJ,50,Tijuana International Airport,2,1159126093,-117.00,33.00
4,Airport,mid,Jose Maria Morelos Y Pavon,TLC,terminal,MMTO,TLC,50,Lic. Adolfo López Mateos International Airport,2,1159126107,-100.00,19.00
4,Airport,major,Ulemiste,TLL,terminal,EETN,TLL,50,Tallinn Airport,4,1159126123,25.00,59.00
4,Airport,major,Ben Gurion,TLV,terminal,LLBG,TLV,50,Ben Gurion Airport,4,1159126131,35.00,32.00
4,Airport,mid,São Tomé Salazar,TMS,terminal,FPST,TMS,50,São Tomé International Airport,4,1159126141,7.00,
4,Airport,mid,Antananarivo Ivato,TNR,terminal,FMMI,TNR,50,Ivato Airport,4,1159126153,47.00,-19.00
4,Airport,major,Tampa Int'l,TPA,parking,KTPA,TPA,50,Tampa International Airport,4,1159126167,-83.00,28.00
4,Airport,mid,Zim Valencia,VLN,terminal,SVVA,VLN,50,Arturo Michelena International Airport,4,1159126181,-68.00,10.00
4,Airport,mid,Gumrak,VOG,terminal,URWW,VOG,50,Volgograd International Airport,4,1159126195,44.00,49.00
4,Airport,mid,Vientiane,VTE,terminal,VLVT,VTE,50,Wattay International Airport,4,1159126207,103.00,18.00
4,Airport,mid,Viru Viru Int'l,VVI,terminal,SLVR,VVI,50,Viru Viru International Airport,4,1159126221,-63.00,-18.00
4,Airport,major,Wellington Int'l,WLG,terminal,NZWN,WLG,50,Wellington International Airport,4,1159126235,175.00,-41.00
4,Airport,mid,Prince Rupert,YPR,terminal,CYPR,YPR,50,Prince Rupert Airport,4,1159126249,-130.00,54.00
4,Airport,mid,Windsor,YQG,terminal,CYQG,YQG,50,Windsor International Airport,4,1159126261,-83.00,42.00
4,Airport,mid,Regina,YQR,terminal,CYQR,YQR,50,Regina International Airport,4,1159126275,-105.00,50.00
4,Airport,major,Vancouver Int'l,YVR,terminal,CYVR,YVR,50,Vancouver International Airport,4,1159126287,-123.00,49.00
4,Airport,major,Winnipeg Int'l,YWG,terminal,CYWG,YWG,50,Winnipeg James Armstrong Richardson International Airport,2,1159126307,-97.00,50.00
4,Airport,mid,John G Diefenbaker Int'l,YXE,terminal,CYXE,YXE,50,Saskatoon John G. Diefenbaker International Airport,4,1159126319,-107.00,52.00
4,Airport,mid,Whitehorse Int'l,YXY,terminal,CYXY,YXY,50,Erik Nielsen Whitehorse International Airport,4,1159126329,-135.00,61.00
4,Airport,major,Calgary Int'l,YYC,terminal,CYYC,YYC,50,Calgary International Airport,4,1159126341,-114.00,51.00
4,Airport,mid,Charlottetown,YYG,terminal,CYYG,YYG,50,Charlottetown Airport,4,1159126361,-63.00,46.00
4,Airport,mid,Churchill,YYQ,terminal,CYYQ,YYQ,50,Churchill Airport,4,1159126367,-94.00,59.00
4,Airport,mid,St John's Int'l,YYT,terminal,CYYT,YYT,50,St. John's International Airport,4,1159126381,-53.00,48.00
4,Airport,mid,Yellowknife,YZF,terminal,CYZF,YZF,50,Yellowknife Airport,4,1159126395,-114.00,62.00
4,Airport,major,Zagreb,ZAG,terminal,LDZA,ZAG,50,Zagreb Airport,4,1159126409,16.00,46.00
4,Airport,mid,Zanzibar,ZNZ,terminal,HTZA,ZNZ,50,Abeid Amani Karume International Airport,2,1159126417,39.00,-6.00
4,Airport,mid,Reykjavik Air Terminal,REK,terminal,BIRK,REK,50,Reykjavík Airport,2,1159126431,-22.00,64.00
4,Airport,mid,Arkhangelsk-Talagi,ARH,terminal,ULAA,ARH,50,Talagi Airport,4,1159126445,41.00,65.00
4,Airport,major,Kazan Int'l,KZN,terminal,UWKD,KZN,50,Kazan International Airport,4,1159126457,49.00,56.00
4,Airport,major,Paris Orly,ORY,parking,LFPO,ORY,50,Orly Airport,4,1159126471,2.00,49.00
4,Airport,major,Québec,YQB,terminal,CYQB,YQB,50,Québec City Jean Lesage International Airport,4,1159126485,-71.00,47.00
4,Airport,major,Montréal-Trudeau,YUL,terminal,CYUL,YUL,50,Montréal–Pierre Elliott Trudeau International Airport,4,1159126499,-74.00,45.00
4,Airport,major,Narita Int'l,NRT,terminal,RJAA,NRT,50,Narita International Airport,4,1159126505,140.00,36.00
4,Airport,major,Chubu Centrair Int'l,NGO,terminal,RJGG,NGO,50,Chubu Centrair International Airport,4,1159126523,137.00,35.00
4,Airport,mid,Okadama,OKD,terminal,RJCO,OKD,50,Okadama Airport,4,1159126537,141.00,43.00
4,Airport,major,Bergen Flesland,BGO,terminal,ENBR,BGO,50,Bergen Airport,4,1159126547,5.00,60.00
4,Airport,major,Tromsø Langnes,TOS,terminal,ENTC,TOS,50,Tromsø Airport,4,1159126559,19.00,70.00
4,Airport,mid,Val de Caes Int'l,BEL,terminal,SBBE,BEL,50,Val de Cans International Airport,4,1159126571,-48.00,-1.00
4,Airport,mid,Campo Grande Int'l,CGR,terminal,SBCG,CGR,50,Campo Grande International Airport,4,1159126581,-55.00,-20.00
4,Airport,mid,Afonso Pena Int'l,CWB,terminal,SBCT,CWB,50,Afonso Pena International Airport,4,1159126593,-49.00,-26.00
4,Airport,mid,Pinto Martins Int'l,FOR,terminal,SBFZ,FOR,50,Pinto Martins – Fortaleza International Airport,4,1159126603,-39.00,-4.00
4,Airport,major,São Paulo-Guarulhos Int'l,GRU,terminal,SBGR,GRU,50,São Paulo-Guarulhos International Airport,4,1159126615,-46.00,-23.00
4,Airport,mid,Santa Genoveva,GYN,terminal,SBGO,GYN,50,Santa Genoveva Airport,4,1159126627,-49.00,-17.00
4,Airport,mid,Salgado Filho Int'l,POA,terminal,SBPA,POA,50,Salgado Filho International Airport,4,1159126637,-51.00,-30.00
4,Airport,mid,Gilberto Freyre Int'l,REC,terminal,SBRF,REC,50,Recife/Guararapes–Gilberto Freyre International Airport,4,1159126651,-35.00,-8.00
4,Airport,mid,Deputado Luis Eduardo Magalhaes Int'l,SSA,terminal,SBSV,SSA,50,Deputado Luís Eduardo Magalhães International Airport,4,1159126665,-38.00,-13.00
4,Airport,mid,El Plumerillo,MDZ,terminal,SAME,MDZ,50,Governor Francisco Gabrielli International Airport,4,1159126679,-69.00,-33.00
4,Airport,mid,Eduardo Gomes Int'l,MAO,terminal,SBEG,MAO,50,Eduardo Gomes International Airport,4,1159126691,-60.00,-3.00
4,Airport,mid,Yaoundé Nsimalen Int'l,NSI,terminal,FKYS,NSI,50,Yaoundé Nsimalen International Airport,4,1159126705,12.00,4.00
4,Airport,major,Shanghai Pudong Int'l,PVG,terminal,ZSPD,PVG,50,Shanghai Pudong International Airport,4,1159126719,122.00,31.00
4,Airport,mid,Marka Int'l,ADJ,terminal,OJAM,ADJ,50,Amman Civil Airport,4,1159126733,36.00,32.00
4,Airport,major,Male Int'l,MLE,terminal,VRMM,MLE,50,Ibrahim Nasir International Airport,4,1159126745,74.00,4.00
4,Airport,mid,Gen. Heriberto Jara Int'l,VER,terminal,MMVR,VER,50,General Heriberto Jara International Airport,4,1159126759,-96.00,19.00
4,Airport,mid,Osvaldo Vieira Int'l,OXB,terminal,GGOV,OXB,50,Osvaldo Vieira International Airport,4,1159126773,-16.00,12.00
4,Airport,major,Francisco Bangoy Int'l,DVO,terminal,RPMD,DVO,50,Francisco Bangoy International Airport,4,1159126787,126.00,7.00
4,Airport,mid,Seychelles Int'l,SEZ,terminal,FSIA,SEZ,50,Seychelles International Airport,4,1159126799,56.00,-5.00
4,Airport,major,Léopold Sedar Senghor Int'l,DKR,terminal,GOOY,DKR,50,Léopold Sédar Senghor International Airport,4,1159126813,-17.00,15.00
4,Airport,mid,Port Sudan New Int'l,PZU,terminal,HSPN,PZU,50,Port Sudan New International Airport,4,1159126827,37.00,19.00
4,Airport,major,Tashkent Int'l,TAS,terminal,UTTT,TAS,50,Tashkent International Airport,4,1159126841,69.00,41.00
3,Airport,major,Copenhagen,CPH,terminal,EKCH,CPH,75,Copenhagen Airport,4,1159126853,13.00,56.00
3,Airport,mid,Aeroportul National Bucuresti-Baneasa,BBU,terminal,LRBS,BBU,75,Aurel Vlaicu International Airport,4,1159126867,26.00,44.00
3,Airport,major,Ferihegy,BUD,terminal,LHBP,BUD,75,Budapest Ferenc Liszt International Airport,4,1159126881,19.00,47.00
3,Airport,major,Chongqing Jiangbei Int'l,CKG,terminal,ZUCK,CKG,75,Chongqing Jiangbei International Airport,4,1159126895,107.00,30.00
3,Airport,major,Douglas Int'l,CLT,terminal,KCLT,CLT,75,Charlotte/Douglas International Airport,4,1159126907,-81.00,35.00
3,Airport,major,Detroit Metro,DTW,terminal,KDTW,DTW,75,Detroit Metropolitan Wayne County Airport,4,1159126921,-83.00,42.00
3,Airport,major,Dublin,DUB,terminal,EIDW,DUB,75,Dublin Airport,4,1159126945,-6.00,53.00
3,Airport,major,Fairbanks Int'l,FAI,terminal,PAFA,FAI,75,Fairbanks International Airport,4,1159126959,-148.00,65.00
3,Airport,major,Hamburg,HAM,terminal,EDDH,HAM,75,Hamburg Airport,4,1159126973,10.00,54.00
3,Airport,major,Kuala Lumpur Int'l,KUL,terminal,WMKK,KUL,75,Kuala Lumpur International Airport,4,1159126985,102.00,3.00
3,Airport,major,Mccarran Int'l,LAS,terminal,KLAS,LAS,75,McCarran International Airport,4,1159126995,-115.00,36.00
3,Airport,major,Orlando Int'l,MCO,terminal,KMCO,MCO,75,Orlando International Airport,4,1159127009,-81.00,28.00
3,Airport,major,Minneapolis St. Paul Int'l,MSP,terminal,KMSP,MSP,75,Minneapolis–Saint Paul International Airport,4,1159127027,-93.00,45.00
3,Airport,major,Franz-Josef-Strauss,MUC,terminal,EDDM,MUC,75,Munich Airport,4,1159127035,12.00,48.00
3,Airport,major,Philadelphia Int'l,PHL,terminal,KPHL,PHL,75,Philadelphia International Airport,4,1159127049,-75.00,40.00
3,Airport,major,Sky Harbor Int'l,PHX,terminal,KPHX,PHX,75,Phoenix Sky Harbor International Airport,4,1159127063,-112.00,33.00
3,Airport,major,Salt Lake City Int'l,SLC,terminal,KSLC,SLC,75,Salt Lake City International Airport,4,1159127079,-112.00,41.00
3,Airport,major,Lambert St Louis Int'l,STL,terminal,KSTL,STL,75,Lambert–St. Louis International Airport,4,1159127093,-90.00,39.00
3,Airport,major,Okecie Int'l,WAW,terminal,EPWA,WAW,75,Warsaw Chopin Airport,4,1159127105,21.00,52.00
3,Airport,major,Zurich Int'l,ZRH,terminal,LSZH,ZRH,75,Zurich Airport,4,1159127117,9.00,47.00
3,Airport,mid,Gosselies,CRL,terminal,EBCI,CRL,75,Brussels South Charleroi Airport,2,1159127129,4.00,50.00
3,Airport,major,Munich Freight Terminal,MUCf,freight,EDDMf,MUCf,75,Munich Airport,4,1159127147,12.00,48.00
3,Airport,major,Barcelona,BCN,terminal,LEBL,BCN,75,Barcelona–El Prat Airport,4,1159127159,2.00,41.00
3,Airport,major,Ruzyn,PRG,terminal,LKPR,PRG,75,Prague Václav Havel Airport,4,1159127171,14.00,50.00
2,Airport,major,Hong Kong Int'l,HKG,terminal,VHHH,HKG,150,Hong Kong International Airport,4,1159127187,114.00,22.00
2,Airport,major,Taoyuan,TPE,terminal,RCTP,TPE,150,Taoyuan International Airport,4,1159127201,121.00,25.00
2,Airport,major,Schiphol,AMS,terminal,EHAM,AMS,150,Amsterdam Airport Schiphol,2,1159127211,5.00,52.00
2,Airport,major,Singapore Changi,SIN,terminal,WSSS,SIN,150,Singapore Changi Airport,4,1159127223,104.00,1.00
2,Airport,major,London Heathrow,LHR,parking,EGLL,LHR,150,Heathrow Airport,4,1159127237,,51.00
