scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,natlscale,name_en,wdid_score,ne_id,X,Y
7,Airport,mid,Niue Int'l,IUE,terminal,NIUE,IUE,15,Niue International Airport,4,1159121227,-170.00,-19.00
7,Airport,mid,Guaraní Int'l,AGT,terminal,SGES,AGT,15,Guaraní International Airport,4,1159121237,-55.00,-25.00
7,Airport,mid,Rodríguez Ballón Int'l,AQP,terminal,SPQU,AQP,15,Rodríguez Ballón International Airport,4,1159121253,-72.00,-16.00
7,Airport,mid and military,Vladivostok Int'l,VVO,terminal,UHWW,VVO,15,Vladivostok International Airport,4,1159121269,132.00,43.00
7,Airport,major,Pristina,PRN,ramp,BKPR,PRN,15,Pristina International Airport Adem Jashari,4,1159121283,21.00,43.00
6,Airport,mid,Deurne,ANR,terminal,EBAW,ANR,20,Antwerp International Airport,4,1159121297,4.00,51.00
6,Airport,mid,Gen. Márquez de León Int'l,LAP,terminal,MMLP,LAP,20,Manuel Márquez de León International Airport,4,1159121317,-110.00,24.00
6,Airport,major,Harbin Taiping,HRB,terminal,ZYHB,HRB,20,Harbin Taiping International Airport,4,1159121329,126.00,46.00
6,Airport,mid,Trivandrum Int'l,TRV,terminal,VOTV,TRV,20,Trivandrum International Airport,4,1159121343,77.00,8.00
6,Airport,major,Adnan Menderes,ADB,terminal,LTBJ,ADB,20,Adnan Menderes Airport,4,1159121355,27.00,38.00
6,Airport,major,Nanjing Lukou Int'l,NKG,terminal,ZSNJ,NKG,20,Nanjing Lukou International Airport,4,1159121375,119.00,32.00
6,Airport,mid,Freeport Int'l,FPO,terminal,MYGF,FPO,20,Grand Bahama International Airport,4,1159121395,-79.00,27.00
6,Airport,major,Tripoli Int'l,TIP,terminal,HLLT,TIP,20,Tripoli International Airport,4,1159121401,13.00,33.00
6,Airport,mid,Gander Int'l,YQX,terminal,CYQX,YQX,20,Gander International Airport,4,1159121427,-55.00,49.00
6,Airport,major and military,Doha Int'l,DOH,terminal,OTBD,DOH,20,Doha International Airport,4,1159121441,52.00,25.00
6,Airport,major,Albuquerque Int'l,ABQ,terminal,KABQ,ABQ,20,Albuquerque International Sunport,4,1159121449,-107.00,35.00
6,Airport,mid,V.C. Bird Int'l,ANU,terminal,TAPA,ANU,20,V. C. Bird International Airport,4,1159121465,-62.00,17.00
6,Airport,mid,Faleolo,APW,terminal,NSFA,APW,20,Faleolo International Airport,4,1159121481,-172.00,-14.00
6,Airport,mid,Asyut,ATZ,terminal,HEAT,ATZ,20,Assiut Airport,4,1159121497,31.00,27.00
6,Airport,major,Bahrain Int'l,BAH,terminal,OBBI,BAH,20,Bahrain International Airport,4,1159121515,51.00,26.00
6,Airport,major,Bradley Int'l,BDL,terminal,KBDL,BDL,20,Bradley International Airport,4,1159121531,-73.00,42.00
6,Airport,mid,Grantley Adams Int'l,BGI,terminal,TBPB,BGI,20,Grantley Adams International Airport,4,1159121545,-59.00,13.00
6,Airport,mid,Yundum Int'l,BJL,terminal,GBYD,BJL,20,Banjul International Airport,4,1159121561,-17.00,13.00
6,Airport,mid,Bujumbura Int'l,BJM,terminal,HBBA,BJM,20,Bujumbura International Airport,4,1159121577,29.00,-3.00
6,Airport,mid,Chileka Int'l,BLZ,terminal,FWCL,BLZ,20,Chileka International Airport,4,1159121581,35.00,-16.00
6,Airport,mid,Broome Int'l,BME,terminal,YBRM,BME,20,Broome International Airport,4,1159121597,122.00,-18.00
6,Airport,mid,Bandar Abbass Int'l,BND,terminal,OIKB,BND,20,Bandar Abbas International Airport,4,1159121625,56.00,27.00
6,Airport,major,Basrah Int'l,BSR,terminal,ORMM,BSR,20,Basra International Airport,4,1159121643,48.00,31.00
6,Airport,mid,Ciudad Juarez Int'l,CJS,terminal,MMCS,CJS,20,Abraham González International Airport,4,1159121657,-106.00,32.00
6,Airport,major,Katunayake Int'l,CMB,terminal,VCBI,CMB,20,Bandaranaike International Airport,4,1159121665,80.00,7.00
6,Airport,mid,Cairns Int'l,CNS,terminal,YBCS,CNS,20,Cairns Airport,4,1159121685,146.00,-17.00
6,Airport,major,Chiang Mai Int'l,CNX,terminal,VTCC,CNX,20,Chiang Mai International Airport,4,1159121695,99.00,19.00
6,Airport,major,City of Colorado Springs,COS,terminal,KCOS,COS,20,Colorado Springs Airport,4,1159121711,-105.00,39.00
6,Airport,mid,Ign. Alberto Ongay Int'l,CPE,terminal,MMCP,CPE,20,Ing. Alberto Acuña Ongay International Airport,4,1159121725,-91.00,20.00
6,Airport,major,Changsha Huanghua Int'l,CSX,terminal,ZGHA,CSX,20,Changsha Huanghua International Airport,4,1159121747,113.00,28.00
6,Airport,major,Greater Cincinnati Int'l,CVG,terminal,KCVG,CVG,20,Cincinnati/Northern Kentucky International Airport,4,1159121765,-85.00,39.00
6,Airport,major,Da Nang,DAD,terminal,VVDN,DAD,20,Da Nang International Airport,4,1159121783,108.00,16.00
6,Airport,major,Dallas Love Field,DAL,terminal,KDAL,DAL,20,Dallas Love Field,4,1159121793,-97.00,33.00
6,Airport,major,Damascus Int'l,DAM,terminal,OSDI,DAM,20,Damascus International Airport,4,1159121825,37.00,33.00
6,Airport,mid,Enrique Malek Int'l,DAV,terminal,MPDA,DAV,20,Enrique Malek International Airport,4,1159121841,-82.00,8.00
6,Airport,mid,Aba Tenna D. Yilma Int'l,DIR,terminal,HADR,DIR,20,Aba Tenna Dejazmach Yilma International Airport,4,1159121857,42.00,10.00
6,Airport,major,Bali Int'l,DPS,terminal,WADD,DPS,20,Ngurah Rai International Airport,4,1159121877,115.00,-9.00
6,Airport,major,Des Moines Int'l,DSM,terminal,KDSM,DSM,20,Des Moines International Airport,2,1159121895,-94.00,42.00
6,Airport,mid,Entebbe Int'l,EBB,terminal,HUEN,EBB,20,Entebbe International Airport,4,1159121903,32.00,
6,Airport,mid,Kisangani Bangoka Int'l,FKI,terminal,FZIC,FKI,20,Bangoka International Airport,4,1159121921,25.00,
6,Airport,mid,Fuzhou Changle Int'l,FOC,terminal,ZSFZ,FOC,20,Fuzhou Changle International Airport,4,1159121937,120.00,26.00
6,Airport,mid,Lokpriya G. Bordoloi Int'l,GAU,terminal,VEGT,GAU,20,Lokpriya Gopinath Bordoloi International Airport,4,1159121953,92.00,26.00
6,Airport,major,Gdansk Lech Walesa,GDN,terminal,EPGD,GDN,20,Gdańsk Lech Wałęsa Airport,4,1159121969,18.00,54.00
6,Airport,mid,Point Salines Int'l,GND,terminal,TGPY,GND,20,Maurice Bishop International Airport,4,1159121987,-62.00,12.00
6,Airport,mid,Nizhny Novgorod Int'l,GOJ,terminal,UWGG,GOJ,20,Nizhny Novgorod International Airport,4,1159122005,44.00,56.00
6,Airport,mid,Gen. José M. Yáñez Int'l,GYM,terminal,MMGM,GYM,20,General José María Yáñez International Airport,4,1159122023,-111.00,28.00
6,Airport,mid,Hohhot Baita Int'l,HET,terminal,ZBHH,HET,20,Hohhot Baita International Airport,4,1159122037,112.00,41.00
6,Airport,mid,Helena Reg.,HLN,terminal,KHLN,HLN,20,Helena Regional Airport,4,1159122049,-112.00,47.00
6,Airport,mid,Gen. Ignacio P. Garcia Int'l,HMO,terminal,MMHO,HMO,20,General Ignacio Pesqueira García International Airport,4,1159122065,-111.00,29.00
6,Airport,major,Dulles Int'l,IAD,terminal,KIAD,IAD,20,Washington Dulles International Airport,4,1159122081,-77.00,39.00
6,Airport,mid,Hilo Int'l,ITO,terminal,PHTO,ITO,20,Hilo International Airport,4,1159122097,-155.00,20.00
6,Airport,major,Jackson Int'l,JAN,terminal,KJAN,JAN,20,Jackson-Evers International Airport,4,1159122113,-90.00,32.00
6,Airport,major,Jacksonville Int'l,JAX,terminal,KJAX,JAX,20,Jacksonville International Airport,4,1159122129,-82.00,30.00
6,Airport,mid,Kuching Int'l,KCH,terminal,WBGG,KCH,20,Kuching International Airport,4,1159122145,110.00,1.00
6,Airport,mid,Kigali Int'l,KGL,terminal,HRYR,KGL,20,Kigali International Airport,4,1159122161,30.00,-2.00
6,Airport,major,Kraków-Balice,KRK,terminal,EPKK,KRK,20,John Paul II International Airport Kraków-Balice,5,1159122175,20.00,50.00
6,Airport,major,Kurumoch,KUF,terminal,UWWW,KUF,20,Kurumoch International Airport,4,1159122191,50.00,54.00
6,Airport,major,Guilin Liangjiang Int'l,KWL,terminal,ZGKL,KWL,20,Guilin Liangjiang International Airport,4,1159122207,110.00,25.00
6,Airport,mid,Laoag Int'l,LAO,terminal,RPLI,LAO,20,Laoag International Airport,4,1159122223,121.00,18.00
6,Airport,major,LaGuardia,LGA,terminal,KLGA,LGA,20,LaGuardia Airport,4,1159122233,-74.00,41.00
6,Airport,major,London Gatwick,LGW,terminal,EGKK,LGW,20,Gatwick Airport,4,1159122245,,51.00
6,Airport,major,Ljubljana,LJU,terminal,LJLJ,LJU,20,Ljubljana Jože Pučnik Airport,4,1159122261,14.00,46.00
6,Airport,mid,Amausi Int'l,LKO,terminal,VILK,LKO,20,Chaudhary Charan Singh Airport,4,1159122291,81.00,27.00
6,Airport,mid,La Plata,LPG,terminal,SADL,LPG,20,La Plata Airport,4,1159122295,-58.00,-35.00
6,Airport,mid,Gen. Sevando Canales,MAM,terminal,MMMA,MAM,20,General Servando Canales International Airport,4,1159122307,-98.00,26.00
6,Airport,major,Manchester Int'l,MAN,terminal,EGCC,MAN,20,Manchester Airport,4,1159122331,-2.00,53.00
6,Airport,major,Kansas City Int'l,MCI,terminal,KMCI,MCI,20,Kansas City International Airport,4,1159122347,-95.00,39.00
6,Airport,major,Seeb Int'l,MCT,terminal,OOMS,MCT,20,Muscat International Airport,4,1159122367,58.00,24.00
6,Airport,mid,Habib Bourguiba Int'l,MIR,terminal,DTMB,MIR,20,Monastir Habib Bourguiba International Airport,4,1159122379,11.00,36.00
6,Airport,major,Marseille Provence Airport,MRS,terminal,LFML,MRS,20,Marseille Provence Airport,4,1159122391,5.00,43.00
6,Airport,mid,Quetzalcoatl Int'l,NLD,terminal,MMNL,NLD,20,Quetzalcóatl International Airport,4,1159122413,-100.00,27.00
6,Airport,major,Nanning Wuwu Int'l,NNG,terminal,ZGNN,NNG,20,Nanning Wuxu International Airport,4,1159122427,108.00,23.00
6,Airport,mid,Xoxocotlán Int'l,OAX,terminal,MMOX,OAX,20,Xoxocotlán International Airport,4,1159122443,-97.00,17.00
6,Airport,mid,Kahului,OGG,terminal,PHOG,OGG,20,Kahului Airport,4,1159122457,-156.00,21.00
6,Airport,major,Will Rogers,OKC,terminal,KOKC,OKC,20,Will Rogers World Airport,4,1159122523,-98.00,35.00
6,Airport,major,Norfolk Int'l,ORF,terminal,KORF,ORF,20,Norfolk International Airport,4,1159122535,-76.00,37.00
6,Airport,major,Palm Beach Int'l,PBI,terminal,KPBI,PBI,20,Palm Beach International Airport,4,1159122547,-80.00,27.00
6,Airport,mid,Pengel Int'l,PBM,terminal,SMJP,PBM,20,Johan Adolf Pengel International Airport,4,1159122565,-55.00,5.00
6,Airport,mid,Bolshesavino,PEE,terminal,USPP,PEE,20,Bolshoye Savino Airport,4,1159122579,56.00,58.00
6,Airport,mid,Penang Int'l,PEN,terminal,WMKP,PEN,20,Penang International Airport,4,1159122593,100.00,5.00
6,Airport,mid,Port Harcourt Int'l,PHC,terminal,DNPO,PHC,20,Port Harcourt International Airport,4,1159122607,7.00,5.00
6,Airport,mid,Port Hedland Int'l,PHE,terminal,YPPD,PHE,20,Port Hedland International Airport,4,1159122623,119.00,-20.00
6,Airport,mid,Pierre Regional,PIR,terminal,KPIR,PIR,20,Pierre Regional Airport,4,1159122639,-100.00,44.00
6,Airport,major,Greater Pittsburgh Int'l,PIT,terminal,KPIT,PIT,20,Pittsburgh International Airport,4,1159122655,-80.00,40.00
6,Airport,mid,Pago Pago Int'l,PPG,terminal,NSTU,PPG,20,Pago Pago International Airport,4,1159122671,-171.00,-14.00
6,Airport,major,Birmingham Int'l,BHX,terminal,EGBB,BHX,20,Birmingham Airport,4,1159122687,-2.00,52.00
6,Airport,mid,Roberts Int'l,ROB,terminal,GLRB,ROB,20,Roberts International Airport,4,1159122703,-10.00,6.00
6,Airport,mid,Raipur,RPR,terminal,VARP,RPR,20,Swami Vivekananda Airport,4,1159122719,82.00,21.00
6,Airport,mid,El Salvador Int'l,SAL,terminal,MSLP,SAL,20,Monseñor Óscar Arnulfo Romero International Airport,2,1159122733,-89.00,13.00
6,Airport,major,San Diego Int'l,SAN,terminal,KSAN,SAN,20,San Diego International Airport,4,1159122749,-117.00,33.00
6,Airport,major,San Antonio Int'l,SAT,terminal,KSAT,SAT,20,San Antonio International Airport,4,1159122765,-98.00,30.00
6,Airport,major,Savannah Int'l,SAV,terminal,KSAV,SAV,20,Savannah/Hilton Head International Airport,2,1159122799,-81.00,32.00
6,Airport,mid,Antonio Maceo,SCU,terminal,MUCU,SCU,20,Antonio Maceo Airport,4,1159122811,-76.00,20.00
6,Airport,mid,Ponciano Arriaga Int'l,SLP,terminal,MMSP,SLP,20,San Luis Potosí International Airport,4,1159122827,-101.00,22.00
6,Airport,major,Sacramento Int'l,SMF,terminal,KSMF,SMF,20,Sacramento International Airport,4,1159122841,-122.00,39.00
6,Airport,mid,Cibao Int'l,STI,terminal,MDST,STI,20,Cibao International Airport,2,1159122849,-71.00,19.00
6,Airport,major,Koltsovo,SVX,terminal,USSS,SVX,20,Koltsovo Airport,4,1159122855,61.00,57.00
6,Airport,major,Syracuse Hancock Int'l,SYR,terminal,KSYR,SYR,20,Syracuse Hancock International Airport,4,1159122871,-76.00,43.00
6,Airport,mid,Tabriz,TBZ,terminal,OITT,TBZ,20,Tabriz International Airport,4,1159122885,46.00,38.00
6,Airport,mid,Torreon Int'l,TRC,terminal,MMTC,TRC,20,Francisco Sarabia International Airport,4,1159122893,-103.00,26.00
6,Airport,major,Tulsa Int'l,TUL,terminal,KTUL,TUL,20,Tulsa International Airport,4,1159122919,-96.00,36.00
6,Airport,major,Mcghee Tyson,TYS,terminal,KTYS,TYS,20,McGhee Tyson Airport,4,1159122935,-84.00,36.00
6,Airport,major,Ufa Int'l,UFA,terminal,UWUU,UFA,20,Ufa International Airport,4,1159122947,56.00,55.00
6,Airport,mid,Hewanorra Int'l,UVF,terminal,TLPL,UVF,20,Hewanorra International Airport,4,1159122963,-61.00,14.00
6,Airport,mid,Windhoek Hosea Kutako Int'l,WDH,terminal,FYWH,WDH,20,Windhoek Hosea Kutako International Airport,4,1159122979,17.00,-22.00
6,Airport,mid,Sault Ste Marie,YAM,terminal,CYAM,YAM,20,Sault Ste. Marie Airport,4,1159122997,-85.00,46.00
6,Airport,mid,Dawson Cr.,YDQ,terminal,CYDQ,YDQ,20,Dawson Creek Airport,4,1159123009,-120.00,56.00
6,Airport,major,Edmonton Int'l,YEG,terminal,CYEG,YEG,20,Edmonton International Airport,4,1159123027,-114.00,53.00
6,Airport,major,Halifax Int'l,YHZ,terminal,CYHZ,YHZ,20,Halifax Stanfield International Airport,4,1159123039,-64.00,45.00
6,Airport,mid,Kamloops,YKA,terminal,CYKA,YKA,20,Kamloops Airport,4,1159123055,-120.00,51.00
6,Airport,mid,Sudbury,YSB,terminal,CYSB,YSB,20,Sudbury Airport,4,1159123071,-81.00,47.00
6,Airport,mid,Saint John,YSJ,terminal,CYSJ,YSJ,20,Saint John Airport,4,1159123087,-66.00,45.00
6,Airport,mid,Prince George,YXS,terminal,CYXS,YXS,20,Prince George Airport,4,1159123103,-123.00,54.00
6,Airport,major,Victoria Int'l,YYJ,terminal,CYYJ,YYJ,20,Victoria International Airport,4,1159123119,-123.00,49.00
6,Airport,mid,Zamboanga Int'l,ZAM,terminal,RPMZ,ZAM,20,Zamboanga International Airport,4,1159123129,122.00,7.00
6,Airport,mid,Lanzhou Zhongchuan,ZGC,terminal,ZLLL,ZGC,20,Lanzhou Zhongchuan International Airport,4,1159123147,104.00,37.00
6,Airport,mid,Albany Int'l,ALB,terminal,KALB,ALB,20,Albany International Airport,4,1159123169,-74.00,43.00
6,Airport,major,General Mitchell Int'l,MKE,terminal,KMKE,MKE,20,General Mitchell International Airport,4,1159123177,-88.00,43.00
6,Airport,military mid,Wang-Chia Tun Airbase,ZHHH,runway,,,20,Wuhan Tianhe International Airport,5,1159123197,114.00,31.00
6,Airport,major,Sanya Phoenix Int'l,SYX,terminal,ZJSY,SYX,20,Sanya Phoenix International Airport,4,1159123211,109.00,18.00
6,Airport,mid,Lhasa Gonggar,LXA,terminal,ZULS,LXA,20,Lhasa Gonggar Airport,4,1159123223,91.00,29.00
6,Airport,mid,Hotan,HTN,terminal,ZWTN,HTN,20,Hotan Airport,4,1159123235,80.00,37.00
6,Airport,major,Dresden,DRS,terminal,EDDC,DRS,20,Dresden Airport,4,1159123251,14.00,51.00
6,Airport,military major,Kenitra Air Base,NNA,terminal,GMMY,NNA,20,Kenitra Air Base,4,1159123267,-7.00,34.00
6,Airport,mid,Annemasse,QNJ,ramp,LFLI,QNJ,20,Annemasse Aerodrome,4,1159123277,6.00,46.00
6,Airport,mid,Nogales Int'l,NOG,terminal,MMNG,NOG,20,Nogales International Airport,4,1159123287,-111.00,31.00
6,Airport,mid,Strasbourg,SXB,terminal,LFST,SXB,20,Strasbourg Airport,4,1159123303,8.00,49.00
6,Airport,major,Cologne/Bonn,CGN,terminal,EDDK,CGN,20,Cologne Bonn Airport,4,1159123317,7.00,51.00
6,Airport,major,Kimhae Int'l,PUS,terminal,RKPK,PUS,20,Gimhae International Airport,2,1159123337,129.00,35.00
6,Airport,major,Jeju Int'l,CJU,terminal,RKPC,CJU,20,Jeju International Airport,4,1159123353,126.00,34.00
6,Airport,major,Stavanger Sola,SVG,terminal,ENZV,SVG,20,Stavanger Airport,4,1159123367,6.00,59.00
6,Airport,major,Trondheim Vaernes,TRD,terminal,ENVA,TRD,20,Trondheim Airport,4,1159123387,11.00,63.00
6,Airport,mid,Corumbá Int'l,CMG,terminal,SBCR,CMG,20,Corumbá International Airport,4,1159123405,-58.00,-19.00
6,Airport,mid,Madeira,FNC,terminal,LPMA,FNC,20,Cristiano Ronaldo Airport,4,1159123417,-17.00,33.00
6,Airport,mid,Foz do Iguaçu Int'l,IGU,terminal,SBFI,IGU,20,Foz do Iguaçu International Airport,4,1159123433,-54.00,-26.00
6,Airport,mid,Gov. Jorge Teixeira de Oliveira Int'l,PVH,terminal,SBPV,PVH,20,Governador Jorge Teixeira de Oliveira International Airport,4,1159123449,-64.00,-9.00
6,Airport,mid,Bilbao,BIO,terminal,LEBB,BIO,20,Bilbao Airport,4,1159123469,-3.00,43.00
6,Airport,major,Palma de Mallorca,PMI,terminal,LEPA,PMI,20,Palma de Mallorca Airport,4,1159123487,3.00,40.00
6,Airport,major,Tenerife N.,TFN,terminal,GCXO,TFN,20,Tenerife North Airport,4,1159123501,-16.00,28.00
6,Airport,major,Gothenburg,GOT,terminal,ESGG,GOT,20,Gothenburg-Landvetter Airport,4,1159123513,12.00,58.00
6,Airport,major,Lulea,LLA,terminal,ESPA,LLA,20,Luleå Airport,4,1159123529,22.00,66.00
6,Airport,major,Abu Dhabi Int'l,AUH,terminal,OMAA,AUH,20,Abu Dhabi International Airport,4,1159123541,55.00,24.00
6,Airport,mid,Mohamed Boudiaf Int'l,CZL,terminal,DABC,CZL,20,Mohamed Boudiaf International Airport,4,1159123557,7.00,36.00
6,Airport,mid,Aswan Int'l,ASW,terminal,HESN,ASW,20,Aswan International Airport,4,1159123573,33.00,24.00
6,Airport,mid,Rovaniemi,RVN,terminal,EFRO,RVN,20,Rovaniemi Airport,4,1159123589,26.00,67.00
6,Airport,mid,Cheddi Jagan Int'l,GEO,terminal,SYCJ,GEO,20,Cheddi Jagan International Airport,4,1159123603,-58.00,6.00
6,Airport,major,Cochin Int'l,COK,terminal,VOCI,COK,20,Cochin International Airport,4,1159123615,76.00,10.00
6,Airport,mid,Eldoret Int'l,EDL,terminal,HKEL,EDL,20,Eldoret International Airport,4,1159123629,35.00,
6,Airport,major,Incheon Int'l,ICN,terminal,RKSI,ICN,20,Incheon International Airport,4,1159123643,126.00,37.00
6,Airport,mid,Federal de Bachigualato Int'l,CUL,terminal,MMCL,CUL,20,Federal de Bachigualato International Airport,4,1159123657,-107.00,25.00
6,Airport,major and military,Benazir Bhutto Int'l,ISB,terminal,OPRN,ISB,20,Islamabad International AirPort,4,1159123669,73.00,34.00
5,Airport,major,Brussels,BRU,terminal,EBBR,BRU,30,Brussels Airport,4,1159123683,4.00,51.00
5,Airport,major,Abuja Int'l,ABV,terminal,DNAA,ABV,30,Nnamdi Azikiwe International Airport,4,1159123699,7.00,9.00
5,Airport,mid,Arcata-Eureka,ACV,terminal,KACV,ACV,30,Arcata-Eureka Airport,4,1159123711,-124.00,41.00
5,Airport,major,Austin-Bergstrom Int'l,AUS,terminal,KAUS,AUS,30,Austin-Bergstrom International Airport,4,1159123731,-98.00,30.00
5,Airport,major,Antalya,AYT,terminal,LTAI,AYT,30,Antalya International Airport,4,1159123747,31.00,37.00
5,Airport,major,Belfast Int'l,BFS,terminal,EGAA,BFS,30,Belfast International Airport,4,1159123759,-6.00,55.00
5,Airport,major,Orio Al Serio,BGY,terminal,LIME,BGY,30,Il Caravaggio International Airport,4,1159123777,10.00,46.00
5,Airport,mid,Kota Kinabalu Int'l,BKI,terminal,WBKK,BKI,30,Kota Kinabalu International Airport,4,1159123793,116.00,6.00
5,Airport,major,Bengaluru Int'l,BLR,terminal,VOBL,BLR,30,Kempegowda International Airport,4,1159123807,78.00,13.00
5,Airport,major,Canberra Int'l,CBR,terminal,YSCB,CBR,30,Canberra International Airport,4,1159123827,149.00,-35.00
5,Airport,major,Port Columbus Int'l,CMH,terminal,KCMH,CMH,30,John Glenn Columbus International Airport,4,1159123845,-83.00,40.00
5,Airport,major,Mohamed V Int'l,CMN,terminal,GMMN,CMN,30,Mohammed V International Airport,4,1159123861,-8.00,33.00
5,Airport,major,Düsseldorf Int'l,DUS,terminal,EDDL,DUS,30,Düsseldorf International Airport,4,1159123877,7.00,51.00
5,Airport,major,Esenboğa Int'l,ESB,terminal,LTAC,ESB,30,Esenboğa International Airport,4,1159123885,33.00,40.00
5,Airport,mid,Hamilton Int'l,HLZ,terminal,NZHN,HLZ,30,Hamilton International Airport,4,1159123897,175.00,-38.00
5,Airport,major,Rajiv Gandhi Int'l,HYD,terminal,VOHS,HYD,30,Rajiv Gandhi International Airport,4,1159123911,78.00,17.00
5,Airport,major,John F Kennedy Int'l,JFK,parking,KJFK,JFK,30,John F. Kennedy International Airport,4,1159123927,-74.00,41.00
5,Airport,major,Boryspil Int'l,KBP,terminal,UKBB,KBP,30,Boryspil International Airport,4,1159123937,31.00,50.00
5,Airport,major,Khartoum,KRT,terminal,HSSS,KRT,30,Khartoum International Airport,4,1159123949,33.00,16.00
5,Airport,major,Dane Cty. Reg. (Truax Field),MSN,terminal,KMSN,MSN,30,Dane County Regional Airport,4,1159123961,-89.00,43.00
5,Airport,major,Minsk Int'l,MSQ,terminal,UMMS,MSQ,30,Minsk National Airport,4,1159123971,28.00,54.00
5,Airport,major,Palermo,PMO,terminal,LICJ,PMO,30,Falcone–Borsellino Airport,4,1159123985,13.00,38.00
5,Airport,mid,T.F. Green,PVD,terminal,KPVD,PVD,30,T. F. Green Airport,4,1159123997,-71.00,42.00
5,Airport,major,Southwest Florida Int'l,RSW,terminal,KRSW,RSW,30,Southwest Florida International Airport,4,1159124011,-82.00,27.00
5,Airport,major,Shenyang Taoxian Int'l,SHE,terminal,ZYTX,SHE,30,Shenyang Taoxian International Airport,4,1159124023,123.00,42.00
5,Airport,major,Sharjah Int'l,SHJ,terminal,OMSJ,SHJ,30,Sharjah International Airport,4,1159124037,56.00,25.00
5,Airport,major,San Jose Int'l,SJC,terminal,KSJC,SJC,30,San Jose International Airport,4,1159124047,-122.00,37.00
5,Airport,major,John Wayne,SNA,terminal,KSNA,SNA,30,John Wayne Airport,4,1159124063,-118.00,34.00
5,Airport,major,Stuttgart,STR,terminal,EDDS,STR,30,Stuttgart Airport,4,1159124071,9.00,49.00
5,Airport,mid,Nacional Tobías Bolaños,SYQ,terminal,MRPV,SYQ,30,Tobías Bolaños International Airport,2,1159124093,-84.00,10.00
5,Airport,major,Shenzhen Bao'an Int'l,SZX,terminal,ZGSZ,SZX,30,Shenzhen Bao'an International Airport,4,1159124107,114.00,23.00
5,Airport,major,Louisville Int'l,SDF,terminal,KSDF,SDF,30,Louisville International Airport,4,1159124125,-86.00,38.00
5,Airport,major,Geneva,GVA,terminal,LSGG,GVA,30,Geneva International Airport,4,1159124135,6.00,46.00
5,Airport,mid,Lyon-Saint Exupery,LYS,terminal,LFLL,LYS,30,Lyon-Saint Exupéry Airport,4,1159124145,5.00,46.00
5,Airport,major,Kansai Int'l,KIX,terminal,RJBB,KIX,30,Kansai International Airport,4,1159124163,135.00,34.00
5,Airport,major,Lisbon Portela,LIS,terminal,LPPT,LIS,30,Lisbon Airport,4,1159124181,-9.00,39.00
5,Airport,major,Tancredo Neves Int'l,CNF,terminal,SBCF,CNF,30,Tancredo Neves International Airport,4,1159124197,-44.00,-20.00
5,Airport,mid,Bromma,BMA,terminal,ESSB,BMA,30,Stockholm Bromma Airport,4,1159124213,18.00,59.00
5,Airport,major,Juanda Int'l,SUB,terminal,WARR,SUB,30,Juanda International Airport,4,1159124227,113.00,-7.00
5,Airport,mid,Astor Piazzolla Int'l,MDQ,terminal,SAZM,MDQ,30,Astor Piazzolla International Airport,4,1159124243,-58.00,-38.00
5,Airport,major,Owen Roberts Int'l,GCM,terminal,MWCR,GCM,30,Owen Roberts International Airport,4,1159124261,-81.00,19.00
5,Airport,major,Zhengzhou Xinzheng Int'l,CGO,terminal,ZHCC,CGO,30,Zhengzhou Xinzheng International Airport,4,1159124277,114.00,35.00
5,Airport,major,Dalian Zhoushuizi Int'l,DLC,terminal,ZYTL,DLC,30,Dalian Zhoushuizi International Airport,4,1159124289,122.00,39.00
5,Airport,major,Heraklion Int'l,HER,terminal,LGIR,HER,30,Heraklion International Airport,4,1159124303,25.00,35.00
5,Airport,major,Tbilisi Int'l,TBS,terminal,UGTB,TBS,30,Tbilisi International Airport,4,1159124315,45.00,42.00
5,Airport,mid,Cascais,XXC,runway,LPCS,XXC,30,Cascais Municipal Aerodrome,4,1159124329,-9.00,39.00
4,Airport,major,Kaohsiung Int'l,KHH,terminal,RCKH,KHH,50,Kaohsiung International Airport,4,1159124343,120.00,23.00
4,Airport,mid,Sadiq Abubakar III,SKO,terminal,DNSO,SKO,50,Sadiq Abubakar III International Airport,4,1159124357,5.00,13.00
4,Airport,mid,Mariscal Sucre Int'l,UIO,terminal,SEQU,UIO,50,Mariscal Sucre International Airport,2,1159124369,-78.00,
4,Airport,mid,Karachi Civil,KHI,terminal,OPKC,KHI,50,Jinnah International Airport,2,1159124383,67.00,25.00
4,Airport,mid,Kishinev S.E.,KIV,terminal,LUKK,KIV,50,Chișinău International Airport,2,1159124397,29.00,47.00
4,Airport,major,Jorge Chávez,LIM,terminal,SPIM,LIM,50,Jorge Chávez International Airport,5,1159124405,-77.00,-12.00
4,Airport,mid,Thunder Bay Int'l,YQT,terminal,CYQT,YQT,50,Thunder Bay International Airport,4,1159124423,-89.00,48.00
4,Airport,major,Vilnius,VNO,terminal,EYVI,VNO,50,Vilnius Airport,4,1159124435,25.00,55.00
4,Airport,major,Hsien Yang,XIY,terminal,ZLXY,XIY,50,Xi'an Xianyang International Airport,2,1159124447,109.00,34.00
4,Airport,mid,Del Norte Int'l,NTR,terminal,MMAN,NTR,50,Del Norte International Airport,4,1159124461,-100.00,26.00
4,Airport,mid,Fua'amotu Int'l,TBU,terminal,NFTF,TBU,50,Fuaʻamotu International Airport,4,1159124471,-175.00,-21.00
